"chr1","28180465","28180752","KQ058546v1","438325","438591","93","27742140"
"chr1","106692477","106692771","KQ058546v1","438325","438591","100","106254152"
"chr1","113639386","113639697","KQ054423v1","1002456","1002773","101","112636930"
"chr1","144965612","144965892","KQ058546v1","438325","438591","102","144527287"
"chr1","783477","783771","KQ052968v1","5159801","5160090","111","4376324"
"chr1","792392","792683","KQ058546v1","438325","438591","97","354067"
"chr1","813446","813758","KQ054423v1","1002456","1002773","103","189010"
"chr1","882392","882655","KQ057570v1","791973","792197","99","90419"
"chr1","894839","895136","KQ058546v1","438325","438591","94","456514"
"chr1","922022","922179","KQ052993v1","106858","107022","61","815164"
"chr1","960636","960935","KQ052968v1","5159801","5160090","99","4199165"
"chr1","1018907","1019178","KQ052968v1","5159801","5160090","109","4140894"
"chr1","1097509","1097553","KQ054069v1","3890167","3890202","25","2792658"
"chr1","1111887","1112111","KQ053740v1","1272033","1272232","58","160146"
"chr1","1135468","1135762","KQ058546v1","438325","438591","102","697143"
"chr1","1219482","1219757","KQ058546v1","438325","438591","93","781157"
"chr1","1229605","1229906","KQ052968v1","5159801","5160090","101","3930196"
"chr1","1236404","1236699","KQ058546v1","438325","438591","102","798079"
"chr1","1241269","1241405","KQ057045v1","128068","128195","33","1113201"
"chr1","1256296","1256597","KQ054423v1","1002456","1002773","99","253840"
"chr1","1272117","1272435","KQ054423v1","1002456","1002773","105","269661"
"chr1","1358804","1358935","KQ056865v1","4754","4881","34","1354050"
"chr1","1365197","1365275","KQ055140v1","3406115","3406180","35","2040918"
"chr1","1410337","1410628","KQ058546v1","438325","438591","98","972012"
"chr1","1414976","1415240","KQ055236v1","137509","137726","90","1277467"
"chr1","1416721","1417037","KQ052968v1","5159801","5160090","105","3743080"
"chr1","1434511","1434788","KQ058546v1","438325","438591","98","996186"
"chr1","1441526","1441755","KQ057909v1","423105","423351","103","1018421"
"chr1","1442753","1442874","KQ055717v1","607973","608086","50","834780"
"chr1","1453943","1454021","KQ053487v1","549600","549677","21","904343"
"chr1","1481109","1481409","KQ058546v1","438325","438591","104","1042784"
"chr1","1489985","1490120","KQ057045v1","128068","128195","34","1361917"
"chr1","1493759","1493845","KQ056345v1","2364678","2364765","19","870919"
"chr1","1496340","1496643","KQ052968v1","5159801","5160090","97","3663461"
"chr1","1504433","1504633","KQ052993v1","106858","107022","87","1397575"
