"chr1","27262718","27263015","chr7","73094896","73095187","34","45832178"
"chr1","13238269","13238444","chr17","80172374","80172549","29","66934105"
"chr1","14286707","14286992","chr12","1122701","1122989","46","13164006"
"chr1","79822740","79823054","chr10","90214410","90214714","69","10391670"
"chr1","97255157","97255464","chr7","134938326","134938628","47","37683169"
"chr1","106561451","106561774","chr5","9744617","9744900","83","96816834"
"chr1","135790359","135790647","chr5","18074268","18074553","44","117716091"
"chr1","136052646","136052777","chrX","22199062","22199188","14","113853584"
"chr1","162135986","162136137","chr18","59064463","59064604","27","103071523"
"chr1","173670148","173670439","chr1","135846092","135846387","36","37824056"
"chr1","173932451","173932747","chr2B","100929351","100929648","32","73003100"
"chr1","174456571","174456864","chr8","76202865","76203159","37","98253706"
"chr1","175767411","175767717","chr7","110973057","110973365","39","64794354"
"chr1","182845175","182845467","chr7","156151949","156152255","52","26693226"
"chr1","184025051","184025326","chr5","10048488","10048762","38","173976563"
"chr1","193462143","193462438","chr5","124936991","124937284","42","68525152"
"chr1","200146943","200147078","chr6","44388040","44388175","18","155758903"
"chr1","201588632","201588755","chr3","49163904","49164024","19","152424728"
"chr1","12866","13161","chr4","101447458","101447743","59","101434592"
"chr1","27488","27667","chr2B","83168693","83168870","27","83141205"
"chr1","58482","58682","chr17","61625988","61626186","28","61567506"
"chr1","89042","89352","chr5","34215137","34215446","39","34126095"
"chr1","165667","165957","chr8","54957206","54957497","36","54791539"
"chr1","177489","177796","chr5","24045389","24045700","44","23867900"
"chr1","250480","250549","chr4","151911513","151911582","15","151661033"
"chr1","250551","250794","chrX","70342678","70342930","48","70092127"
"chr1","363997","364121","chr13","1670161","1670286","20","1306164"
"chr1","364422","364594","chr16","31552584","31552750","29","31188162"
"chr1","392680","392965","chr11","118566750","118567050","46","118174070"
"chr1","406390","406505","chr13","78178463","78178581","19","77772073"
"chr1","406536","406685","chrX","41479831","41479981","35","41073295"
"chr1","444728","444908","chr3","101766875","101767054","32","101322147"
"chr1","446198","446345","chr12","123193262","123193396","33","122747064"
"chr1","457845","458017","chr13","68037677","68037849","30","67579832"
"chr1","501536","501652","chr1","7838055","7838154","43","7336519"
"chr1","513287","513543","chr12","125048775","125049022","50","124535488"
"chr1","530258","530428","chr2B","93500001","93500170","40","92969743"
"chr1","605119","605238","chr6","114129106","114129225","13","113523987"
"chr1","612562","612687","chr12","38883363","38883488","24","38270801"
"chr1","617209","617353","chr1","216209641","216209778","27","215592432"
"chr1","667969","668074","chr2B","62668343","62668453","20","62000374"
"chr1","668382","668575","chr2A","68717247","68717441","36","68048865"
"chr1","753412","753699","chrX","41656052","41656346","42","40902640"
"chr1","756016","756309","chr21","27485077","27485366","60","26729061"
"chr1","758766","758933","chr16","31552584","31552750","22","30793818"
"chr1","759240","759363","chrX","45063471","45063598","19","44304231"
"chr1","844577","844888","chr3","37736219","37736523","50","36891642"
"chr1","882367","882670","chr4","16487048","16487347","51","15604681"
"chr1","965775","965892","chr5","77145127","77145247","18","76179352"
"chr1","965933","966100","chr11","91693483","91693648","26","90727550"
"chr1","997709","997887","chr1","105716641","105716819","31","104718932"
"chr1","1004552","1004852","chr5","38782201","38782499","52","37777649"
"chr1","1058808","1058923","chrX","23325027","23325143","26","22266219"
"chr1","1216485","1216750","chr1","157892683","157892950","44","156676198"
"chr1","1241401","1241684","chrX","47993917","47994201","50","46752516"
"chr1","1324334","1324631","chr6","32835510","32835809","47","31511176"
"chr1","1337611","1337715","chr13","88599422","88599519","17","87261811"
"chr1","1367686","1367973","chr15","47213465","47213760","49","45845779"
"chr1","1398303","1398617","chr22","29864921","29865230","64","28466618"
"chr1","1438938","1439235","chr5","38351004","38351310","45","36912066"
"chr1","1506503","1506617","chr1","209510635","209510749","24","208004132"
"chr1","1550979","1551176","chr5","4854951","4855138","52","3303972"
"chr1","1554361","1554607","chr19","10760096","10760341","53","9205735"
"chr1","1702764","1702879","chr2B","100588628","100588741","12","98885864"
"chr1","1762163","1762254","chr3","37725177","37725271","13","35963014"
"chr1","1800528","1800797","chr15","13302570","13302846","51","11502042"
"chr1","1824792","1825080","chr6","77819300","77819589","51","75994508"
"chr1","1910899","1911130","chr8","53667402","53667631","32","51756503"
"chr1","2036579","2036882","chr1","11974821","11975121","40","9938242"
"chr1","2137736","2137844","chr16","7781435","7781541","25","5643699"
"chr1","2139042","2139197","chr5","7267116","7267274","31","5128074"
"chr1","2184336","2184464","chr21","16737892","16738020","29","14553556"
"chr1","2251883","2251946","chr2B","125008695","125008756","14","122756812"
"chr1","2251968","2252098","chrX","42325828","42325954","22","40073860"
"chr1","2281684","2281996","chr2B","42926575","42926883","46","40644891"
"chr1","2371622","2371757","chr20","32785534","32785650","45","30413912"
"chr1","2404141","2404439","chr7","150576720","150577010","55","148172579"
"chr1","2509328","2509558","chr8","53667402","53667631","37","51158074"
"chr1","2552519","2552797","chr10","90326021","90326301","65","87773502"
"chr1","2577096","2577408","chr15","54799440","54799746","51","52222344"
"chr1","2587922","2588089","chr11","94052988","94053159","26","91465066"
"chr1","2734889","2735014","chr1","46966654","46966781","17","44231765"
"chr1","2736400","2736534","chr15","19132777","19132917","31","16396377"
"chr1","2749644","2749957","chr7","6764138","6764440","50","4014494"
"chr1","2840852","2841020","chr2B","50431625","50431794","27","47590773"
"chr1","2841051","2841169","chrX","71304160","71304281","19","68463109"
"chr1","2852110","2852411","chr9","43201214","43201513","37","40349104"
"chr1","2943899","2944196","chr3","198752684","198752979","45","195808785"
"chr1","2968782","2969077","chr2A","48343205","48343505","57","45374423"
"chr1","3119055","3119178","chr6","85362783","85362893","26","82243728"
"chr1","3431112","3431265","chr10","47008312","47008464","25","43577200"
"chr1","3431289","3431406","chr7","6467907","6468029","25","3036618"
"chr1","3473247","3473311","chr5","141793001","141793065","7","138319754"
"chr1","3473313","3473402","chr11","71249745","71249828","16","67776432"
"chr1","3526591","3526874","chr17","21438905","21439176","47","17912314"
"chr1","3624068","3624361","chr1","45837004","45837299","46","42212936"
"chr1","3698096","3698341","chr4","81244771","81245011","55","77546675"
"chr1","3803237","3803340","chr7","76031609","76031706","25","72228372"
"chr1","3824412","3824704","chr3","48880288","48880577","43","45055876"
"chr1","3908761","3909071","chr18","19250280","19250583","51","15341519"
"chr1","3915113","3915232","chr6","114129106","114129225","12","110213993"
"chr1","3966162","3966438","chr1","25980739","25981007","56","22014577"
"chr1","4002300","4002437","chr12","30095709","30095838","22","26093409"
"chr1","4002755","4002906","chr1","209206604","209206753","27","205203849"
"chr1","4105296","4105590","chr17","57013071","57013365","47","52907775"
"chr1","4141232","4141491","chr12","21833183","21833448","55","17691951"
"chr1","4175380","4175673","chr5","46777393","46777689","46","42602013"
"chr1","4282007","4282217","chr10","101180329","101180533","39","96898322"
"chr1","4292972","4293235","chr13","71921958","71922213","39","67628986"
"chr1","4316480","4316783","chr8","9756252","9756551","44","5439772"
"chr1","4469958","4470259","chr4","17012787","17013097","49","12542829"
"chr1","4525192","4525308","chr16","61521461","61521578","15","56996269"
"chr1","4525333","4525476","chr3","9778050","9778199","33","5252717"
"chr1","4540361","4540632","chr16","20069693","20069947","83","15529332"
