"KN294146v1","61996","62298","chr7","100683723","100684025","44","100621727"
"KN294147v1","133964","134247","chr2","46959328","46959614","42","46825364"
"KN294147v1","889590","889892","chr7","46138277","46138577","41","45248687"
"KN294147v1","1144808","1145111","chrX","10574710","10575011","44","9429902"
"KN294147v1","1258009","1258317","chr7","121130498","121130803","40","119872489"
"KN294147v1","1259526","1259813","chr13","85275997","85276292","41","84016471"
"KN294147v1","1283796","1284107","chr7","121130498","121130803","44","119846702"
"KN294147v1","1525140","1525433","chr19","11880361","11880664","53","10355221"
"KN294147v1","1836955","1837262","chr2","142167404","142167712","42","140330449"
"KN294150v1","6547","6876","chr4","77324523","77324857","71","77317976"
"KN294158v1","160332","160629","chrX","117588303","117588608","47","117427971"
"KN294161v1","1","206","chr7","22698183","22698385","32","22698182"
"KN294161v1","109973","110152","chr11","45053973","45054167","44","44944000"
"KN294161v1","146473","146776","chr10","20835493","20835794","45","20689020"
"KN294161v1","243900","244040","chr4","168163459","168163595","25","167919559"
"KN294161v1","257591","257881","chr16","76981260","76981551","37","76723669"
"KN294161v1","285756","286056","chr1","179425714","179426015","46","179139958"
"KN294167v1","81167","81464","chr1","116519819","116520102","83","116438652"
"KN294167v1","117552","117808","chr10","5539097","5539360","58","5421545"
"KN294170v1","217979","218103","chr5","100995012","100995140","28","100777033"
"KN294172v1","1441569","1441874","chr1","136580862","136581168","46","135139293"
"KN294172v1","408940","409245","chr9","111542702","111543005","47","111133762"
"KN294172v1","426935","427230","chrX","117588303","117588608","49","117161368"
"KN294172v1","514581","514883","chr6","6624671","6624965","44","6110090"
"KN294172v1","733823","734106","chr22","11883384","11883665","41","11149561"
"KN294172v1","904070","904363","chr6","111522914","111523212","40","110618844"
"KN294172v1","1373256","1373512","chr7","43450675","43450936","52","42077419"
"KN294172v1","1374456","1374756","chrX","56074985","56075288","35","54700529"
"KN294172v1","1750134","1750422","chr17","63215652","63215950","44","61465518"
"KN294172v1","1922499","1922568","chr10","43336611","43336673","24","41414112"
"KN294172v1","1922846","1922944","chr13","9946395","9946495","17","8023549"
"KN294172v1","2528954","2529254","chr5","153809384","153809677","38","151280430"
"KN294172v1","3472579","3472775","chr6","128617515","128617716","32","125144936"
"KN294172v1","4025085","4025375","chr8","115099622","115099913","38","111074537"
"KN294172v1","4354647","4354945","chr6","6100781","6101078","48","1746134"
"KN294172v1","4380354","4380661","chr1","136580862","136581168","41","132200508"
"KN294172v1","4800597","4800886","chrX","34174496","34174777","45","29373899"
"KN294172v1","5005956","5006247","chr7","6947599","6947890","38","1941643"
"KN294172v1","5201208","5201496","chr8","108664846","108665133","43","103463638"
