"GL873520","26476309","26476612","KN296508v1","2151971","2152273","60","24324338"
"GL873520","28442359","28442644","KN296225v1","775732","776029","75","27666627"
"GL873520","112868","113094","KN294592v1","827234","827463","65","714366"
"GL873520","318044","318224","KN296119v1","5014833","5015017","45","4696789"
"GL873520","358928","359229","KN296096v1","3039449","3039743","84","2680521"
"GL873520","993888","994172","KN294513v1","8273","8546","92","985615"
"GL873520","1190722","1191019","KN295705v1","402163","402460","73","788559"
"GL873520","1205815","1206101","KN294630v1","741362","741665","75","464453"
"GL873520","1283380","1283507","KN294172v1","3288243","3288371","24","2004863"
"GL873520","1380342","1380622","KN296513v1","259834","260122","71","1120508"
"GL873520","1380623","1380751","KN296518v1","131911","132042","25","1248712"
"GL873520","1411490","1411739","KN294911v1","2574525","2574792","75","1163035"
"GL873520","1429502","1429686","KN295236v1","922544","922721","36","506958"
"GL873520","1955451","1955702","KN297205v1","449826","450069","72","1505625"
"GL873520","1962975","1963098","KN294434v1","14301","14426","29","1948674"
"GL873520","2048472","2048741","KN294992v1","112672","112950","65","1935800"
"GL873520","2055745","2055863","KN294548v1","511906","512021","33","1543839"
"GL873520","2242587","2242745","KN296209v1","274925","275076","49","1967662"
"GL873520","2316372","2316655","KN295591v1","745641","745936","72","1570731"
"GL873520","2702495","2702777","KN297165v1","488349","488629","80","2214146"
"GL873520","2833362","2833649","KN294705v1","154299","154567","96","2679063"
"GL873520","3000414","3000662","KN296934v1","257856","258114","71","2742558"
"GL873520","3044775","3045050","KN294848v1","912345","912627","83","2132430"
"GL873520","3144409","3144687","KN295430v1","2536633","2536928","79","607776"
"GL873520","3179128","3179384","KN295893v1","2090061","2090326","82","1089067"
"GL873520","3448818","3449098","KN297445v1","743548","743838","79","2705270"
"GL873520","3605397","3605528","KN294768v1","28655","28781","41","3576742"
"GL873520","3748981","3749269","KN294499v1","2466913","2467200","79","1282068"
"GL873520","3752449","3752722","KN297442v1","1516223","1516494","107","2236226"
"GL873520","3802911","3803175","KN296926v1","662763","663031","70","3140148"
"GL873520","4349441","4349585","KN296062v1","1222684","1222839","49","3126757"
"GL873520","4366653","4366945","KN296948v1","676208","676496","82","3690445"
"GL873520","4467235","4467532","KN296852v1","2317334","2317633","67","2149901"
"GL873520","4480247","4480530","KN296864v1","1058114","1058385","78","3422133"
"GL873520","4738682","4739022","KN296311v1","4767948","4768257","101","29266"
"GL873520","4946993","4947135","KN294373v1","850896","851045","34","4096097"
"GL873520","5520725","5521000","KN297190v1","3721496","3721761","79","1799229"
"GL873520","5723189","5723450","KN296964v1","1947103","1947356","73","3776086"
"GL873520","5837216","5837463","KN297159v1","1275191","1275451","66","4562025"
"GL873520","5839385","5839641","KN296538v1","1421061","1421321","77","4418324"
"GL873520","5907367","5907672","KN297032v1","25952","26256","73","5881415"
"GL873520","5971099","5971298","KN295607v1","333015","333208","75","5638084"
"GL873520","6060413","6060688","KN296959v1","1045812","1046085","72","5014601"
"GL873520","6225098","6225325","KN296062v1","792185","792413","76","5432913"
"GL873520","6445070","6445366","KN296261v1","154638","154947","82","6290432"
"GL873520","6555974","6556046","KN297190v1","1140498","1140571","13","5415476"
"GL873520","6557618","6557659","KN295486v1","802881","802928","10","5754737"
"GL873520","6802674","6802937","KN296011v1","317054","317312","71","6485620"
"GL873520","6806399","6806688","KN294407v1","1286416","1286705","67","5519983"
"GL873520","6849795","6850068","KN296225v1","695768","696056","78","6154027"
"GL873520","6881490","6881741","KN294630v1","325234","325477","75","6556256"
"GL873520","6893710","6893998","KN294842v1","590688","590985","66","6303022"
"GL873520","6907207","6907530","KN297452v1","145370","145680","84","6761837"
"GL873520","6957765","6958045","KN296502v1","960957","961236","65","5996808"
"GL873520","6960465","6960681","KN295236v1","1929088","1929317","59","5031377"
"GL873520","7003217","7003375","KN295022v1","940827","940992","39","6062390"
"GL873520","7003376","7003668","KN296200v1","644912","645196","71","6358464"
"GL873520","7017840","7018026","KN296646v1","1284863","1285038","57","5732977"
